interaction,ligand,receptor,type,classification,source
SST->-SSTR1,SST,SSTR1,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
SST->-SSTR2,SST,SSTR2,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
SST->-SSTR3,SST,SSTR3,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
SST->-SSTR4,SST,SSTR4,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
SST->-SSTR5,SST,SSTR5,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
SULT1A1->-PPARA,SULT1A1,PPARA,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT1A1->-PPARD,SULT1A1,PPARD,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT1A1->-PPARG,SULT1A1,PPARG,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT1E1->-PPARA,SULT1E1,PPARA,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT1E1->-PPARD,SULT1E1,PPARD,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT1E1->-PPARG,SULT1E1,PPARG,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT2A1->-PPARA,SULT2A1,PPARA,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT2A1->-PPARD,SULT2A1,PPARD,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
SULT2A1->-PPARG,SULT2A1,PPARG,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
TAC1->-TACR1,TAC1,TACR1,diffusion,Signaling by Tachykinins,CellPhoneDB-v5
TAC1->-TACR2,TAC1,TACR2,diffusion,Signaling by Tachykinins,CellPhoneDB-v5
TAC1->-TACR3,TAC1,TACR3,diffusion,Signaling by Tachykinins,CellPhoneDB-v5
TAC3->-TACR1,TAC3,TACR1,diffusion,Signaling by Tachykinins,CellPhoneDB-v5
TAC3->-TACR2,TAC3,TACR2,diffusion,Signaling by Tachykinins,CellPhoneDB-v5
TAC3->-TACR3,TAC3,TACR3,diffusion,Signaling by Tachykinins,CellPhoneDB-v5
TAFA1->-GPR1,TAFA1,GPR1,diffusion,Signaling by TAFA,CellPhoneDB-v5
TAFA4->-FPR1,TAFA4,FPR1,diffusion,Signaling by TAFA,CellPhoneDB-v5
TAFA5->-FPR2,TAFA5,FPR2,diffusion,Signaling by TAFA,CellPhoneDB-v5
TAFA5->-S1PR2,TAFA5,S1PR2,diffusion,Signaling by TAFA,CellPhoneDB-v5
TAX1BP3->-ADGRB1,TAX1BP3,ADGRB1,contact,Signaling by Thromboxane,CellPhoneDB-v5
TAX1BP3->-ADGRB2,TAX1BP3,ADGRB2,contact,Signaling by Thromboxane,CellPhoneDB-v5
TBXAS1->-TBXA2R,TBXAS1,TBXA2R,diffusion,Signaling by Thromboxane,CellPhoneDB-v5
TENM1->-ADGRL1,TENM1,ADGRL1,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM1->-ADGRL2,TENM1,ADGRL2,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM1->-ADGRL3,TENM1,ADGRL3,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM2->-ADGRL1,TENM2,ADGRL1,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM2->-ADGRL2,TENM2,ADGRL2,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM2->-ADGRL3,TENM2,ADGRL3,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM2_FLRT1->-ADGRL1,TENM2_FLRT1,ADGRL1,contact,Signaling by Fibronectin,CellPhoneDB-v5
TENM2_FLRT3->-ADGRL1,TENM2_FLRT3,ADGRL1,contact,Signaling by Fibronectin,CellPhoneDB-v5
TENM2_FLRT3->-ADGRL2,TENM2_FLRT3,ADGRL2,contact,Signaling by Fibronectin,CellPhoneDB-v5
TENM3->-ADGRL1,TENM3,ADGRL1,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM3->-ADGRL2,TENM3,ADGRL2,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM3->-ADGRL3,TENM3,ADGRL3,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM3_FLRT1->-ADGRL3,TENM3_FLRT1,ADGRL3,contact,Signaling by Fibronectin,CellPhoneDB-v5
TENM3_FLRT3->-ADGRL3,TENM3_FLRT3,ADGRL3,contact,Signaling by Fibronectin,CellPhoneDB-v5
TENM4->-ADGRL1,TENM4,ADGRL1,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM4->-ADGRL2,TENM4,ADGRL2,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM4->-ADGRL3,TENM4,ADGRL3,contact,Signaling by Teneurin,CellPhoneDB-v5
TENM4_FLRT1->-ADGRL1,TENM4_FLRT1,ADGRL1,contact,Signaling by Fibronectin,CellPhoneDB-v5
TENM4_FLRT3->-ADGRL1,TENM4_FLRT3,ADGRL1,contact,Signaling by Fibronectin,CellPhoneDB-v5
TF->-TFR2,TF,TFR2,diffusion,Signaling by Transferrin,CellPhoneDB-v5
TF->-TFRC,TF,TFRC,diffusion,Signaling by Transferrin,CellPhoneDB-v5
TGFA->-EGFR,TGFA,EGFR,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB1->-ITGAV_ITGB6,TGFB1,ITGAV_ITGB6,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB1->-TGFBR1_TGFBR2,TGFB1,TGFBR1_TGFBR2,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB1->-TGFBR2_ACVR1,TGFB1,TGFBR2_ACVR1,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB1->-TGFBR3,TGFB1,TGFBR3,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB2->-TGFBR1_TGFBR2,TGFB2,TGFBR1_TGFBR2,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB2->-TGFBR2_ACVR1,TGFB2,TGFBR2_ACVR1,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB2->-TGFBR3,TGFB2,TGFBR3,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB3->-ITGAV_ITGB6,TGFB3,ITGAV_ITGB6,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB3->-ITGB8_ITGAV,TGFB3,ITGB8_ITGAV,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB3->-TGFBR1_TGFBR2,TGFB3,TGFBR1_TGFBR2,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB3->-TGFBR2_ACVR1,TGFB3,TGFBR2_ACVR1,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGFB3->-TGFBR3,TGFB3,TGFBR3,diffusion,Signaling by Transforming growth factor,CellPhoneDB-v5
TGM2->-ADGRG1,TGM2,ADGRG1,diffusion,,CellPhoneDB-v5
THBS1->-CD36,THBS1,CD36,contact,Signaling by Thrombospondin precursor,CellPhoneDB-v5
THBS1->-ITGA2B_ITGB3,THBS1,ITGA2B_ITGB3,contact,Adhesion by Thrombospondin,CellPhoneDB-v5
THBS1->-ITGAV_ITGB3,THBS1,ITGAV_ITGB3,contact,Adhesion by Thrombospondin,CellPhoneDB-v5
THBS1->-ITGB1_ITGA3,THBS1,ITGB1_ITGA3,contact,Adhesion by Thrombospondin,CellPhoneDB-v5
THBS2->-CD36,THBS2,CD36,contact,Signaling by Thrombospondin precursor,CellPhoneDB-v5
THPO->-MPL,THPO,MPL,diffusion,,CellPhoneDB-v5
TNC->-ITGAV_ITGB3,TNC,ITGAV_ITGB3,diffusion,Adhesion by tenascin,CellPhoneDB-v5
TNC->-ITGAV_ITGB6,TNC,ITGAV_ITGB6,diffusion,Adhesion by tenascin,CellPhoneDB-v5
TNC->-ITGB1_ITGA4,TNC,ITGB1_ITGA4,diffusion,Adhesion by tenascin,CellPhoneDB-v5
TNC->-ITGB1_ITGA8,TNC,ITGB1_ITGA8,diffusion,Adhesion by tenascin,CellPhoneDB-v5
TNC->-ITGB1_ITGA9,TNC,ITGB1_ITGA9,diffusion,Adhesion by tenascin,CellPhoneDB-v5
TNF->-TNFRSF1A,TNF,TNFRSF1A,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNF->-TNFRSF1B,TNF,TNFRSF1B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF10->-TNFRSF10A,TNFSF10,TNFRSF10A,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF10->-TNFRSF10B,TNFSF10,TNFRSF10B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF10->-TNFRSF10C,TNFSF10,TNFRSF10C,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF10->-TNFRSF10D,TNFSF10,TNFRSF10D,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF10->-TNFRSF11B,TNFSF10,TNFRSF11B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF11->-TNFRSF11A,TNFSF11,TNFRSF11A,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF11->-TNFRSF11B,TNFSF11,TNFRSF11B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF12->-TNFRSF12A,TNFSF12,TNFRSF12A,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF12->-TNFRSF25,TNFSF12,TNFRSF25,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF13->-TNFRSF13B,TNFSF13,TNFRSF13B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF13->-TNFRSF17,TNFSF13,TNFRSF17,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF13B->-TNFRSF13B,TNFSF13B,TNFRSF13B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF13B->-TNFRSF13C,TNFSF13B,TNFRSF13C,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF13B->-TNFRSF17,TNFSF13B,TNFRSF17,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF14->-LTBR,TNFSF14,LTBR,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF14->-TNFRSF14,TNFSF14,TNFRSF14,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF14->-TNFRSF6B,TNFSF14,TNFRSF6B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF15->-TNFRSF25,TNFSF15,TNFRSF25,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF15->-TNFRSF6B,TNFSF15,TNFRSF6B,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF18->-TNFRSF18,TNFSF18,TNFRSF18,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF4->-TNFRSF4,TNFSF4,TNFRSF4,contact,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF8->-TNFRSF8,TNFSF8,TNFRSF8,contact,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TNFSF9->-TNFRSF9,TNFSF9,TNFRSF9,diffusion,Signaling by Tumor necrosis factor,CellPhoneDB-v5
TPH1_SLC18A1->-HTR1A,TPH1_SLC18A1,HTR1A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR1B,TPH1_SLC18A1,HTR1B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR1D,TPH1_SLC18A1,HTR1D,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR1E,TPH1_SLC18A1,HTR1E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR1F,TPH1_SLC18A1,HTR1F,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR2A,TPH1_SLC18A1,HTR2A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR2B,TPH1_SLC18A1,HTR2B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR2C,TPH1_SLC18A1,HTR2C,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,TPH1_SLC18A1,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR4,TPH1_SLC18A1,HTR4,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR5A,TPH1_SLC18A1,HTR5A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR6,TPH1_SLC18A1,HTR6,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A1->-HTR7,TPH1_SLC18A1,HTR7,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR1A,TPH1_SLC18A2,HTR1A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR1B,TPH1_SLC18A2,HTR1B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR1D,TPH1_SLC18A2,HTR1D,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR1E,TPH1_SLC18A2,HTR1E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR1F,TPH1_SLC18A2,HTR1F,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR2A,TPH1_SLC18A2,HTR2A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR2B,TPH1_SLC18A2,HTR2B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR2C,TPH1_SLC18A2,HTR2C,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,TPH1_SLC18A2,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR4,TPH1_SLC18A2,HTR4,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR5A,TPH1_SLC18A2,HTR5A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR6,TPH1_SLC18A2,HTR6,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC18A2->-HTR7,TPH1_SLC18A2,HTR7,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR1A,TPH1_SLC6A4,HTR1A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR1B,TPH1_SLC6A4,HTR1B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR1D,TPH1_SLC6A4,HTR1D,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR1E,TPH1_SLC6A4,HTR1E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR1F,TPH1_SLC6A4,HTR1F,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR2A,TPH1_SLC6A4,HTR2A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR2B,TPH1_SLC6A4,HTR2B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR2C,TPH1_SLC6A4,HTR2C,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,TPH1_SLC6A4,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR4,TPH1_SLC6A4,HTR4,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR5A,TPH1_SLC6A4,HTR5A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR6,TPH1_SLC6A4,HTR6,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH1_SLC6A4->-HTR7,TPH1_SLC6A4,HTR7,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR1A,TPH2_SLC18A1,HTR1A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR1B,TPH2_SLC18A1,HTR1B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR1D,TPH2_SLC18A1,HTR1D,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR1E,TPH2_SLC18A1,HTR1E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR1F,TPH2_SLC18A1,HTR1F,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR2A,TPH2_SLC18A1,HTR2A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR2B,TPH2_SLC18A1,HTR2B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR2C,TPH2_SLC18A1,HTR2C,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,TPH2_SLC18A1,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR4,TPH2_SLC18A1,HTR4,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR5A,TPH2_SLC18A1,HTR5A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR6,TPH2_SLC18A1,HTR6,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A1->-HTR7,TPH2_SLC18A1,HTR7,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR1A,TPH2_SLC18A2,HTR1A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR1B,TPH2_SLC18A2,HTR1B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR1D,TPH2_SLC18A2,HTR1D,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR1E,TPH2_SLC18A2,HTR1E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR1F,TPH2_SLC18A2,HTR1F,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR2A,TPH2_SLC18A2,HTR2A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR2B,TPH2_SLC18A2,HTR2B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR2C,TPH2_SLC18A2,HTR2C,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,TPH2_SLC18A2,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR4,TPH2_SLC18A2,HTR4,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR5A,TPH2_SLC18A2,HTR5A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR6,TPH2_SLC18A2,HTR6,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC18A2->-HTR7,TPH2_SLC18A2,HTR7,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR1A,TPH2_SLC6A4,HTR1A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR1B,TPH2_SLC6A4,HTR1B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR1D,TPH2_SLC6A4,HTR1D,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR1E,TPH2_SLC6A4,HTR1E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR1F,TPH2_SLC6A4,HTR1F,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR2A,TPH2_SLC6A4,HTR2A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR2B,TPH2_SLC6A4,HTR2B,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR2C,TPH2_SLC6A4,HTR2C,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,TPH2_SLC6A4,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR4,TPH2_SLC6A4,HTR4,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR5A,TPH2_SLC6A4,HTR5A,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR6,TPH2_SLC6A4,HTR6,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPH2_SLC6A4->-HTR7,TPH2_SLC6A4,HTR7,diffusion,Signaling by Serotonin,CellPhoneDB-v5
TPO->-THRB,TPO,THRB,diffusion,,CellPhoneDB-v5
TRH->-TRHR,TRH,TRHR,diffusion,,CellPhoneDB-v5
TSHB->-TSHR,TSHB,TSHR,diffusion,,CellPhoneDB-v5
TSLP->-IL7R_CRLF2,TSLP,IL7R_CRLF2,diffusion,,CellPhoneDB-v5
TULP1->-TYRO3,TULP1,TYRO3,diffusion,,CellPhoneDB-v5
TYR->-GPR143,TYR,GPR143,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
UBASH3B->-ESR1,UBASH3B,ESR1,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
UBASH3B->-NR1I2,UBASH3B,NR1I2,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
UBASH3B->-PPARA,UBASH3B,PPARA,diffusion,Signaling by Dehydroepiandrosterone,CellPhoneDB-v5
UCN->-CRHR1,UCN,CRHR1,diffusion,Signaling by Urocortin/Urotensin,CellPhoneDB-v5
UCN->-CRHR2,UCN,CRHR2,diffusion,Signaling by Urocortin/Urotensin,CellPhoneDB-v5
UCN2->-CRHR1,UCN2,CRHR1,diffusion,Signaling by Urocortin/Urotensin,CellPhoneDB-v5
UCN2->-CRHR2,UCN2,CRHR2,diffusion,Signaling by Urocortin/Urotensin,CellPhoneDB-v5
UCN3->-CRHR2,UCN3,CRHR2,diffusion,Signaling by Urocortin/Urotensin,CellPhoneDB-v5
ULBP1->-KLRK1_HCST,ULBP1,KLRK1_HCST,contact,Signaling by Killer Cell Lectin Like Receptor K1,CellPhoneDB-v5
ULBP2->-KLRK1_HCST,ULBP2,KLRK1_HCST,diffusion,Signaling by Killer Cell Lectin Like Receptor K1,CellPhoneDB-v5
ULBP3->-KLRK1_HCST,ULBP3,KLRK1_HCST,contact,Signaling by Killer Cell Lectin Like Receptor K1,CellPhoneDB-v5
UTS2->-UTS2R,UTS2,UTS2R,diffusion,Signaling by Urocortin/Urotensin,CellPhoneDB-v5
UTS2B->-UTS2R,UTS2B,UTS2R,diffusion,Signaling by Urocortin/Urotensin,CellPhoneDB-v5
VCAM1->-ITGB1_ITGA4,VCAM1,ITGB1_ITGA4,contact,Adhesion by VCAM,CellPhoneDB-v5
VCAM1->-ITGB1_ITGA9,VCAM1,ITGB1_ITGA9,contact,Adhesion by VCAM,CellPhoneDB-v5
VCAM1->-ITGB2_ITGAD,VCAM1,ITGB2_ITGAD,contact,Adhesion by VCAM,CellPhoneDB-v5
VCAM1->-ITGB7_ITGA4,VCAM1,ITGB7_ITGA4,contact,Adhesion by VCAM,CellPhoneDB-v5
VEGFA->-FLT1,VEGFA,FLT1,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFA->-FLT1_KDR,VEGFA,FLT1_KDR,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFA->-KDR,VEGFA,KDR,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFA->-NRP1,VEGFA,NRP1,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFA->-NRP2,VEGFA,NRP2,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFB->-FLT1,VEGFB,FLT1,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFB->-FLT1_KDR,VEGFB,FLT1_KDR,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFB->-NRP1,VEGFB,NRP1,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFC->-FLT4,VEGFC,FLT4,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFC->-KDR,VEGFC,KDR,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFD->-FLT4,VEGFD,FLT4,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VEGFD->-KDR,VEGFD,KDR,diffusion,Signaling by Vascular endothelial growth factor,CellPhoneDB-v5
VIP->-ADCYAP1R1,VIP,ADCYAP1R1,diffusion,Signaling by Vasoactive Intestinal Peptide,CellPhoneDB-v5
VIP->-SCTR,VIP,SCTR,diffusion,Signaling by Vasoactive Intestinal Peptide,CellPhoneDB-v5
VIP->-VIPR1,VIP,VIPR1,diffusion,Signaling by Vasoactive Intestinal Peptide,CellPhoneDB-v5
VIP->-VIPR2,VIP,VIPR2,diffusion,Signaling by Vasoactive Intestinal Peptide,CellPhoneDB-v5
VTN->-ITGA2B_ITGB3,VTN,ITGA2B_ITGB3,diffusion,Adhesion by Vitronectin,CellPhoneDB-v5
VTN->-ITGAV_ITGB3,VTN,ITGAV_ITGB3,diffusion,Adhesion by Vitronectin,CellPhoneDB-v5
VTN->-ITGB1_ITGAV,VTN,ITGB1_ITGAV,diffusion,Adhesion by Vitronectin,CellPhoneDB-v5
VWF->-GP1BA_GP1BB,VWF,GP1BA_GP1BB,diffusion,Signaling by von Willebrand factor,CellPhoneDB-v5
VWF->-ITGAV_ITGB3,VWF,ITGAV_ITGB3,diffusion,Signaling by von Willebrand factor,CellPhoneDB-v5
WNT1->-LRP5_FZD1,WNT1,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD10,WNT1,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD2,WNT1,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD3,WNT1,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD4,WNT1,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
